	SRR5440795.trimmed.Athaliana.bam	SRR5440804.trimmed.Athaliana.bam	SRR5440813.trimmed.Athaliana.bam	SRR5440822.trimmed.Athaliana.bam	SRR5440831.trimmed.Athaliana.bam	SRR5440840.trimmed.Athaliana.bam
AT4G23670	3100	3070	3422	2083	1910	1777
AT4G23680	667	547	515	222	304	447
AT4G23690	88	117	77	76	113	119
AT4G23700	3413	1733	916	240	472	1255
AT4G23710	2025	1948	1622	1370	1122	1918
AT4G23713	2	2	2	2	0	1
AT4G07170	10	12	8	7	7	7
AT4G23720	7	17	13	7	5	5
AT4G07175	0	0	0	0	0	0
AT4G23730	495	603	486	547	457	706
AT4G23740	587	739	696	529	599	638
AT4G07180	0	0	0	0	0	0
AT4G07185	0	0	0	0	0	0
AT4G23750	119	157	111	653	951	1118
AT4G23760	202	231	200	165	174	192
AT4G23770	40	47	48	62	44	73
AT4G23780	1	1	1	3	2	1
AT4G23790	366	461	454	189	186	219
AT4G23800	684	605	561	500	550	538
AT4G23810	1207	856	735	644	610	1272
AT4G23820	527	621	765	472	386	570
AT4G23840	242	279	214	267	271	357
AT4G23850	9967	10612	8218	5759	4808	9517
AT4G23860	500	666	474	475	463	643
AT4G23870	69	60	85	37	32	48
AT4G23880	243	278	268	148	186	251
AT4G23882	1	0	2	2	3	5
AT4G23885	666	741	598	501	463	717
AT4G23890	953	880	884	302	243	293
AT4G07190	611	546	588	203	154	183
AT4G23895	314	382	333	220	237	274
AT4G23900	93	141	108	84	88	102
AT4G23910	334	414	300	228	260	358
AT4G23915	0	0	0	0	0	0
AT4G23920	218	254	240	216	212	352
AT4G23930	36	37	38	39	27	52
AT4G23940	304	392	376	299	289	345
AT4G23950	77	102	86	76	54	86
AT4G23960	4	1	3	2	0	1
AT4G23970	2	1	2	2	0	1
AT4G23980	705	858	662	476	416	657
AT4G23990	206	303	226	99	72	162
AT4G24000	279	680	411	236	260	346
AT4G24010	69	117	118	33	27	39
AT4G24015	62	61	45	88	152	170
AT4G07195	21	10	11	25	31	43
AT4G07200	1	2	2	2	1	1
AT4G07205	20	22	28	9	10	25
AT4G07210	14	10	10	2	3	8
AT4G24020	1830	1611	1476	1230	1364	1899
AT4G24025	0	1	2	1	2	2
AT4G24030	150	145	131	169	175	293
AT4G24026	161	154	140	179	178	323
AT4G24040	279	402	253	877	880	1999
AT4G07215	0	0	0	0	0	1
AT4G07225	0	0	0	0	0	0
AT4G07220	0	0	0	0	0	0
AT4G24050	183	145	128	94	93	119
AT4G07230	0	0	0	0	0	0
AT4G07235	0	1	2	0	1	0
AT4G07240	0	1	2	0	1	0
AT4G24060	354	435	345	312	371	408
AT4G24070	0	0	0	0	0	0
AT4G24080	13	9	7	8	8	6
AT4G24090	200	218	199	183	168	192
AT4G24100	923	1034	852	643	677	1135
AT4G24110	698	413	358	413	914	757
AT4G07245	0	1	0	0	0	0
AT4G24120	4678	6061	3879	3101	2533	5072
AT4G24130	339	427	295	274	241	419
AT4G24140	472	447	402	307	215	465
AT4G24150	25	37	22	26	29	60
AT4G24160	1755	1186	1068	1904	1680	2804
AT4G24170	0	1	1	0	4	2
AT4G24175	50	57	67	34	49	45
AT4G24180	6	15	7	14	11	21
AT4G24190	16435	23763	17853	16974	12247	18604
AT4G24200	769	929	749	730	733	1237
AT4G24204	0	0	0	0	2	0
AT4G24210	496	623	445	437	380	515
AT4G24220	6576	7454	5734	4545	3834	7331
AT4G24230	369	265	234	171	189	280
AT4G24231	0	3	0	0	0	0
AT4G07250	0	0	0	0	0	1
AT4G24240	822	740	448	463	446	720
AT4G24250	25	39	28	13	19	32
AT4G24260	39	59	40	37	32	45
AT4G24265	46	56	34	26	27	30
AT4G24270	599	848	592	768	801	1104
AT4G24275	149	147	117	139	149	259
AT4G24280	3710	4351	3703	4205	4356	5595
AT4G24290	2839	3121	2468	1628	1700	2648
AT4G24300	0	0	0	0	0	0
AT4G24310	42	22	17	18	22	40
AT4G24320	28	41	35	32	39	46
AT4G24330	2150	2625	2163	2268	2225	3071
AT4G24340	47	69	49	46	53	67
AT4G24350	273	332	348	189	238	117
AT4G07255	42	57	72	34	29	20
AT4G24370	194	194	171	149	135	227
AT4G07260	65	67	65	65	58	96
AT4G24380	283	349	256	220	225	362
AT4G24390	461	526	436	428	439	647
AT4G24400	1108	1181	924	1685	1613	3192
AT4G24410	9	12	9	11	11	5
AT4G24413	12	16	15	12	15	8
AT4G24415	17	34	20	20	29	20
AT4G24420	4	4	1	3	1	1
AT4G07265	0	0	0	0	0	0
AT4G07270	0	0	0	0	0	0
AT4G24430	9	35	35	15	4	18
AT4G24440	469	489	428	690	646	920
AT4G24450	571	571	405	408	483	601
AT4G24460	236	328	259	151	147	197
AT4G24470	789	869	731	607	556	794
AT4G24480	387	544	369	289	237	456
AT4G24490	602	795	606	608	540	934
AT4G24500	204	237	198	193	224	224
AT4G24510	1083	1451	1269	1146	842	1390
AT4G07275	386	445	391	399	332	490
AT4G24520	3251	3728	3032	2198	1974	3347
AT4G24530	261	290	286	128	137	178
AT4G24540	149	202	174	155	141	121
AT4G24550	1523	1914	1575	1001	847	1515
AT4G24560	932	1176	889	848	928	1358
AT4G24565	0	0	0	0	1	1
AT4G24570	525	216	364	448	517	726
AT4G24580	23	24	20	12	16	17
AT4G24590	676	744	563	245	246	415
AT4G24600	2	1	0	0	0	1
AT4G24610	387	438	355	210	202	270
AT4G24615	43	40	36	18	20	25
AT4G24620	2120	2418	2069	3050	3581	5078
AT4G24630	369	405	329	241	242	370
AT4G24640	0	0	0	0	0	0
AT4G24644	0	0	0	0	0	0
AT4G24650	0	0	0	0	0	0
AT4G07280	0	0	0	0	0	0
AT4G24660	142	105	104	146	172	179
AT4G24670	79	50	59	258	328	322
AT4G24680	2223	2748	1920	1958	1977	3116
AT4G24690	6237	7305	5478	4234	3689	6629
AT4G24700	69	60	70	46	43	27
AT4G24710	35	37	38	25	23	36
AT4G24715	0	0	1	0	0	0
AT4G24730	228	299	238	136	135	236
AT4G24740	1535	1768	1457	1180	1087	1667
AT4G24750	308	345	330	283	295	332
AT4G24760	550	710	545	376	387	471
AT4G24770	2705	2588	2803	2410	2328	2451
AT4G24780	987	1213	1236	768	640	608
AT4G24790	80	99	95	85	108	97
AT4G24800	907	1084	874	1248	1289	1675
AT4G24805	687	552	599	501	473	926
AT4G07285	188	150	155	141	134	262
AT4G24810	139	150	135	110	92	94
AT4G24820	3062	3533	2621	2831	2619	4204
AT4G07290	7	16	15	17	10	10
AT4G24830	1128	1303	1275	2147	2138	2813
AT4G24840	808	1011	771	890	761	1315
AT4G24860	12	6	6	3	10	5
AT4G24880	287	309	256	256	288	365
AT4G24890	3	2	6	1	1	8
AT4G24900	183	237	196	172	185	241
AT4G24910	36	48	33	33	41	35
AT4G24920	1687	1528	1207	1501	1370	1846
AT4G24930	327	233	244	320	336	521
AT4G24940	556	638	530	487	493	683
AT4G24950	0	0	0	0	0	0
AT4G24960	642	756	625	393	463	514
AT4G24970	284	387	279	260	280	321
AT4G24972	137	110	149	308	282	340
AT4G24973	0	0	0	0	0	0
AT4G07295	0	0	0	0	0	0
AT4G07300	0	0	0	0	0	0
AT4G24974	0	0	0	0	0	0
AT4G24975	0	0	0	0	0	0
AT4G24980	1	2	0	0	1	0
AT4G24990	1213	1305	1003	682	658	1005
AT4G25000	63	203	78	81	48	110
AT4G25010	50	54	37	29	89	79
AT4G07305	0	0	0	0	0	0
AT4G07335	0	0	0	0	0	0
AT4G25020	30	49	30	41	45	46
AT4G25030	3611	3081	2428	2444	2297	4057
AT4G25040	0	0	0	0	0	0
AT4G25050	1175	1046	1293	1630	1443	1556
AT4G25070	232	145	145	96	75	167
AT4G25080	1449	1323	1546	1116	1011	1012
AT4G25090	41	45	47	35	39	33
AT4G25100	973	405	2397	1648	441	862
AT4G25110	834	539	503	418	278	614
AT4G25120	170	204	187	135	174	193
AT4G25130	2766	2743	2535	2201	2051	2766
AT4G25140	0	0	2	3	0	0
AT4G25150	40	44	48	31	37	47
AT4G25160	22	18	19	6	9	9
AT4G07345	1	2	0	1	0	0
AT4G25170	1043	861	787	542	486	798
AT4G25180	280	344	257	188	149	236
AT4G07365	18	20	16	11	8	13
AT4G25190	2	1	0	0	1	4
AT4G25200	3	2	2	12	9	5
AT4G25210	1343	1511	1223	1632	1624	2652
AT4G25220	6	3	3	2	2	3
AT4G25225	106	105	93	91	68	116
AT4G25230	1735	1916	1610	1277	1249	1805
AT4G25240	130	120	118	91	91	155
AT4G25250	2	5	1	1	2	3
AT4G25260	404	494	416	452	386	621
AT4G25270	79	78	79	51	76	93
AT4G25280	320	355	299	169	143	248
AT4G25290	483	533	503	245	289	274
AT4G25300	305	341	264	157	127	203
AT4G25310	67	45	40	127	138	141
AT4G25315	75	75	72	171	190	215
AT4G25320	499	630	478	609	678	957
AT4G25330	1	1	1	0	2	0
AT4G25340	868	1154	912	1911	2066	2492
AT4G25350	196	143	82	20	25	46
AT4G25360	666	753	557	422	407	664
AT4G25370	1530	1723	1437	1172	1129	1492
AT4G25380	22	9	7	25	12	29
AT4G25390	852	833	560	728	783	1289
AT4G25400	11	6	7	0	2	0
AT4G07375	0	0	0	0	0	0
AT4G25410	12	11	12	8	8	7
AT4G25420	16	71	49	36	15	22
AT4G25430	1	1	0	1	1	1
AT4G25433	6	6	8	5	5	5
AT4G25434	58	31	27	24	33	27
AT4G25435	0	0	0	0	0	0
AT4G25440	301	356	268	245	251	309
AT4G25450	740	857	682	557	586	759
AT4G25470	15	26	39	73	79	122
AT4G07385	0	0	0	0	0	0
AT4G25480	7	24	19	4	3	2
AT4G07395	0	0	0	0	0	0
AT4G25490	0	4	5	10	8	18
AT4G25500	1200	1516	1171	1035	1041	1236
AT4G25510	29	40	31	18	12	31
AT4G07405	23	35	27	13	9	25
AT4G25515	282	349	278	205	191	316
AT4G25520	753	880	713	633	648	1060
AT4G25530	1	2	1	3	1	1
AT4G25540	32	31	30	22	38	37
AT4G25550	843	986	850	719	825	1036
AT4G25560	14	9	9	6	1	6
AT4G25570	1850	1798	1621	1103	968	1514
AT4G25580	0	0	2	1	1	1
AT4G25585	0	0	0	0	0	0
AT4G25590	0	0	0	0	0	0
AT4G25600	41	72	46	38	50	55
AT4G25610	268	266	222	276	312	471
AT4G25620	788	657	661	957	1006	1655
AT4G25630	610	899	655	3843	4304	5253
AT4G25631	7	1	0	2	6	25
AT4G25640	4398	5082	3637	2211	1837	3540
AT4G25635	0	0	0	0	0	0
AT4G25650	1573	1755	1435	549	437	711
AT4G25660	1477	1354	1137	788	853	1322
AT4G25670	2387	1850	1496	1488	1646	2591
AT4G25680	742	669	597	374	419	548
AT4G25690	967	910	714	518	615	868
AT4G25700	541	783	567	532	559	656
AT4G25707	62	66	40	24	42	51
AT4G25710	307	377	314	311	388	484
AT4G25719	346	285	268	228	256	309
AT4G25720	703	648	578	450	468	648
AT4G25730	1465	2023	1326	4049	4254	6119
AT4G25740	1273	1464	1348	1898	1902	2251
AT4G25750	77	82	70	70	60	89
AT4G25760	93	50	63	60	61	70
AT4G25770	524	661	546	314	281	470
AT4G25780	25	25	17	12	14	23
AT4G25790	31	31	30	28	71	38
AT4G25800	211	330	238	107	123	138
AT4G25810	1260	288	403	610	1005	2414
AT4G25820	20	11	32	15	27	26
AT4G25830	152	153	143	164	144	252
AT4G25835	32	36	65	423	439	671
AT4G25840	586	633	531	423	457	608
AT4G25845	30	18	2	2	3	14
AT4G25850	39	34	18	17	50	40
AT4G25860	10	11	3	3	25	6
AT4G25870	314	355	326	757	773	1130
AT4G07465	0	0	1	5	4	3
AT4G25880	2339	2866	2157	1544	1764	2704
AT4G25885	45	56	56	24	25	49
AT4G25890	525	552	442	805	714	977
AT4G25900	2797	2716	2284	2125	2023	3601
AT4G25910	287	290	283	226	208	236
AT4G25920	1	1	0	0	1	0
AT4G07505	0	0	0	0	0	0
AT4G25930	0	0	0	1	0	0
AT4G25940	566	678	585	458	483	616
AT4G25950	5	9	6	1	3	5
AT4G25960	1456	1642	1656	1121	995	1599
AT4G25970	2087	2586	2083	957	1003	1445
AT4G25980	42	43	34	14	23	32
AT4G25990	55	54	51	633	748	677
AT4G26000	602	760	616	784	733	1107
AT4G26010	39	25	18	20	25	18
AT4G26020	0	1	0	0	1	1
AT4G26030	1	2	0	1	0	1
AT4G26040	0	0	0	1	0	0
AT4G26050	1	2	1	1	0	0
AT4G26055	31	25	22	17	10	29
AT4G26060	706	729	590	410	351	588
AT4G26070	779	1005	766	553	565	772
AT4G26080	3829	4469	3001	1686	1672	2894
AT4G26095	1052	1166	817	633	788	1207
AT4G26090	1104	1221	853	687	824	1275
AT4G26100	735	875	693	601	581	753
AT4G26110	1925	2190	1832	3103	3418	4534
AT4G26120	1063	950	674	278	302	728
AT4G26130	1988	2609	2053	2535	2273	3333
AT4G26140	112	108	94	68	81	108
AT4G26145	22	14	10	8	8	19
AT4G07535	0	0	0	0	1	0
AT4G07545	0	0	0	1	2	1
AT4G26150	156	129	131	578	675	1198
AT4G26160	273	343	276	123	106	145
AT4G26170	6	9	6	4	8	5
AT4G26180	124	127	94	73	69	117
AT4G26190	1452	1664	1236	2576	2707	3580
AT4G26200	1452	543	297	127	226	658
AT4G26210	375	437	344	550	475	633
AT4G26220	484	420	300	167	180	347
AT4G26225	0	0	0	0	0	0
AT4G26230	1388	1365	1219	2863	3067	3569
AT4G26240	824	879	684	1169	1195	1460
AT4G26250	0	0	0	0	0	0
AT4G26255	29	39	29	15	9	11
AT4G26260	0	0	0	0	0	0
AT4G26270	708	1150	804	604	566	952
AT4G26280	0	0	0	0	1	0
AT4G26288	68	80	54	75	73	110
AT4G26290	1	2	1	1	1	1
AT4G26300	1281	1585	1336	1383	1388	2030
AT4G26310	444	466	356	364	343	455
AT4G07565	0	0	0	0	0	0
AT4G26320	12	17	11	36	30	25
AT4G07575	0	0	0	0	0	1
AT4G26330	2	8	1	2	5	2
AT4G26340	0	0	0	0	0	1
AT4G26350	0	0	0	0	0	0
AT4G26365	4	7	4	8	4	6
AT4G07625	28	19	27	36	18	27
AT4G07635	0	2	2	0	4	2
AT4G26370	218	220	189	276	257	276
AT4G26375	0	0	0	0	0	0
AT4G26380	7	10	2	4	8	7
AT4G26385	0	0	0	0	0	0
AT4G26390	8	7	4	6	6	6
AT4G26400	644	669	585	402	398	609
AT4G26410	917	1040	842	904	901	1113
AT4G26415	46	64	45	70	41	58
AT4G26420	0	0	0	0	0	0
AT4G07645	0	0	0	0	0	0
AT4G26430	180	253	185	188	198	269
AT4G26440	0	2	1	1	3	3
AT4G26450	1423	1644	1296	1030	948	1547
AT4G26455	565	622	473	493	504	789
AT4G26466	6	5	1	3	2	4
AT4G26460	4	8	6	5	8	8
AT4G26470	222	256	191	93	128	214
AT4G26480	946	1005	886	823	849	1220
AT4G07655	5	1	2	1	2	0
AT4G26483	0	0	0	0	0	0
AT4G26485	0	0	0	0	0	0
AT4G26488	53	50	50	44	63	61
AT4G26490	49	46	48	43	59	55
AT4G26510	1088	1304	1055	901	792	1054
AT4G26500	369	428	364	327	296	391
AT4G26520	153	141	193	145	118	129
AT4G26530	128	52	145	24	10	5
AT4G26540	352	299	352	215	209	239
AT4G26542	271	235	275	159	151	199
AT4G26550	229	274	225	215	196	313
AT4G26555	235	166	151	108	107	118
AT4G26560	4	92	1	2	40	4
AT4G26570	948	1304	947	810	823	1076
AT4G26580	15	34	25	24	31	32
AT4G07665	10	16	7	10	4	6
AT4G26582	179	230	183	124	135	138
AT4G26590	176	223	181	118	134	134
AT4G26600	285	353	232	701	778	963
AT4G26610	690	763	646	518	472	719
AT4G26620	793	948	799	592	526	742
AT4G26630	4685	5555	4434	4032	3760	5181
AT4G26640	1172	1275	1029	868	791	1068
AT4G26650	667	744	614	829	791	1393
AT4G26660	165	145	153	102	108	95
AT4G26670	81	102	74	151	160	171
AT4G26675	1	0	0	0	0	0
AT4G26680	118	98	87	104	131	214
AT4G26690	1412	1012	1088	1440	1422	3397
AT4G26700	762	777	661	531	498	705
AT4G26701	0	0	0	1	0	1
AT4G26710	1632	1748	1493	1257	1188	1615
AT4G26720	332	384	316	427	471	576
AT4G26730	2	2	1	3	0	2
AT4G26740	1	2	1	0	1	1
AT4G26750	753	864	649	498	451	790
AT4G26760	409	482	459	302	333	329
AT4G26770	26	36	21	49	48	48
AT4G26780	233	343	254	435	450	528
AT4G26795	72	111	96	58	64	70
AT4G26790	78	115	102	68	72	76
AT4G26800	21	42	22	64	81	104
AT4G26810	88	109	85	75	83	118
AT4G26820	0	0	2	1	0	1
AT4G26830	46	47	26	49	35	88
AT4G26840	1617	2057	1589	1956	1910	2580
AT4G26850	6687	7596	6505	2779	2522	4048
AT4G26860	645	671	623	272	220	314
AT4G26870	1349	1698	1350	1457	1528	1938
AT4G26880	0	0	0	1	1	0
AT4G07715	0	0	0	0	0	0
AT4G26890	8	5	10	6	4	11
AT4G26900	983	1240	1069	1112	1209	1498
AT4G26910	3062	3385	2859	2644	2265	4034
AT4G26920	0	0	0	0	1	0
AT4G26930	8	13	6	6	3	5
AT4G26940	2150	2709	1939	1443	1430	2248
AT4G26950	587	730	535	42	49	72
AT4G26960	40	61	50	43	39	48
AT4G26965	215	216	172	292	292	439
AT4G26970	13184	13795	10486	33193	32724	60025
AT4G07735	584	601	495	1444	1516	2569
AT4G26980	353	392	259	288	251	612
AT4G26990	262	277	233	230	220	502
AT4G27000	4217	4825	4088	3428	3526	5837
AT4G27010	356	593	397	511	588	831
AT4G27020	770	815	643	299	288	372
AT4G27030	294	267	264	221	150	325
AT4G27040	823	955	751	522	498	785
AT4G27050	421	494	369	450	403	541
AT4G07745	0	0	0	0	0	0
AT4G07765	0	0	0	0	0	0
AT4G07775	0	0	0	0	0	0
AT4G27060	665	819	719	477	448	608
AT4G27070	416	445	418	297	207	317
AT4G27080	674	820	681	661	634	955
AT4G27090	6359	6761	5971	6857	7342	8353
AT4G27100	205	256	178	110	123	166
AT4G27110	0	0	0	0	0	0
AT4G07785	0	0	0	0	0	0
AT4G27120	720	870	712	623	577	845
AT4G27130	1296	1337	1114	1153	1175	1658
AT4G27140	0	0	0	0	0	0
AT4G27150	0	1	1	0	0	1
AT4G27160	2	0	0	3	0	0
AT4G27170	0	0	0	1	0	1
AT4G27180	1532	2031	1676	726	706	929
AT4G27190	1	1	4	1	4	2
AT4G27220	12	28	16	11	14	16
AT4G27230	499	638	519	372	320	352
AT4G27240	233	324	273	244	229	232
AT4G27250	9	16	15	4	14	13
AT4G27260	2910	4041	2426	878	1017	2029
AT4G27270	107	113	108	76	66	96
AT4G27280	1003	1212	1292	897	1300	2493
AT4G27290	46	35	34	40	51	41
AT4G27300	2973	3540	3214	1964	1724	2585
AT4G27310	896	1043	810	652	648	1080
AT4G27320	2458	2689	2052	1545	1305	2153
AT4G27330	0	0	0	1	0	0
AT4G07805	0	0	0	0	0	0
AT4G27340	273	401	307	309	303	382
AT4G27350	125	164	113	132	111	156
AT4G27360	3	2	3	1	0	0
AT4G27370	102	79	81	53	84	80
AT4G27380	316	363	308	637	658	854
AT4G27390	401	451	378	188	156	223
AT4G27395	0	0	0	0	0	1
AT4G27400	0	0	0	0	5	2
AT4G27410	291	469	233	229	176	270
AT4G27415	0	0	0	0	0	0
AT4G27420	0	0	0	0	0	0
AT4G07815	77	145	78	62	49	68
AT4G27430	1939	2457	2365	1201	1057	1608
AT4G27435	147	208	139	136	151	156
AT4G27440	1582	1434	1589	1179	968	986
AT4G27450	409	280	176	266	943	408
AT4G27460	28	40	29	44	44	68
AT4G27470	422	478	400	204	177	328
AT4G27480	256	311	240	124	102	167
AT4G27490	116	160	120	281	295	354
AT4G07845	0	0	0	0	0	0
AT4G27500	7633	7753	6008	7534	7424	12111
AT4G07855	1977	1948	1388	2042	2072	3027
AT4G27510	13	25	22	22	18	31
AT4G07865	0	2	0	0	0	0
AT4G27520	1072	1367	1515	3724	3718	4466
AT4G27530	11	11	15	11	13	21
AT4G27540	246	233	190	315	293	409
AT4G27550	1	1	1	1	0	0
AT4G27560	523	818	694	440	363	450
AT4G27565	0	0	0	0	0	0
AT4G27570	65	113	82	35	44	50
AT4G27580	2	5	1	12	25	49
AT4G27585	803	877	691	1051	1211	1925
AT4G27590	11	5	5	8	6	5
AT4G27595	420	505	452	346	323	423
AT4G27600	1049	989	960	766	722	864
AT4G07875	103	81	48	79	36	52
AT4G27610	287	358	262	235	271	314
AT4G27620	223	244	166	212	216	277
AT4G27630	118	148	130	98	100	119
AT4G27640	1705	1977	1631	1787	1799	3178
AT4G27650	628	623	521	399	467	611
AT4G27652	108	137	228	139	112	242
AT4G27654	0	3	12	1	2	6
AT4G27657	41	51	106	76	70	86
AT4G27660	25	31	38	42	44	50
AT4G27670	0	0	1	1	0	0
AT4G27680	598	625	485	475	511	714
AT4G27690	366	425	324	238	196	309
AT4G27700	494	499	499	379	305	345
AT4G27710	492	539	521	329	306	408
AT4G27720	735	946	762	643	599	856
AT4G27730	923	849	674	342	305	539
AT4G07895	75	101	76	25	27	46
AT4G27740	418	456	404	135	124	176
AT4G27745	544	620	435	136	148	244
AT4G27750	421	434	366	238	223	332
AT4G27760	475	566	534	252	266	345
AT4G27765	1	1	1	1	2	0
AT4G27780	575	841	563	351	322	506
AT4G27790	84	88	77	46	28	52
AT4G27800	1649	1848	1662	807	700	924
AT4G27810	15	7	22	3	13	11
AT4G27820	1384	1157	837	886	443	652
AT4G07905	1	1	2	0	0	0
AT4G27830	4248	4888	3375	2607	2044	3062
AT4G27840	199	335	252	171	118	183
AT4G27845	1	2	0	7	4	4
AT4G27850	33	69	31	31	40	39
AT4G27852	85	113	92	82	65	78
AT4G27860	495	454	474	322	260	392
AT4G27870	1004	997	981	557	521	817
AT4G27875	1	0	0	0	0	0
AT4G27880	322	422	364	201	165	316
AT4G27885	0	0	0	0	0	0
AT4G27890	4	10	2	0	2	3
AT4G27900	2329	2881	2051	454	431	671
AT4G27910	325	374	299	227	282	319
AT4G27920	0	0	0	0	0	0
AT4G27940	272	300	275	203	195	389
AT4G07925	1	0	0	2	1	1
AT4G27950	83	69	53	328	423	552
AT4G07955	0	0	0	0	0	0
AT4G27960	3205	2953	2654	1859	1902	2766
AT4G27970	27	17	20	41	72	85
AT4G27980	4	1	2	9	4	4
AT4G27990	1169	1319	1122	706	551	896
AT4G28000	1	1	1	2	1	1
AT4G28005	4	8	5	6	4	2
AT4G28010	78	106	95	141	151	194
AT4G28020	69	71	71	39	70	73
AT4G28025	531	558	496	352	366	464
AT4G28030	698	790	688	495	420	498
AT4G28040	27	24	17	24	14	23
AT4G28050	243	320	248	287	226	234
AT4G28060	1880	1948	1592	1398	1323	1986
AT4G28068	1	0	0	0	0	0
AT4G28070	92	141	91	77	74	85
AT4G28080	2889	2779	2912	2293	2078	2565
AT4G07975	107	149	166	94	90	123
AT4G28085	111	108	90	41	62	66
AT4G28088	1	0	0	0	0	1
AT4G28090	0	0	0	0	0	0
AT4G28100	269	384	313	282	251	338
AT4G07985	0	0	0	0	0	0
AT4G28110	2	3	3	2	1	7
AT4G28130	0	0	0	0	0	0
AT4G28140	2	3	4	7	5	4
AT4G28150	43	40	42	23	23	21
AT4G28162	56	80	58	46	29	39
AT4G28160	18	36	26	15	9	11
AT4G28170	4	7	7	9	7	18
AT4G08005	1	4	2	4	3	4
AT4G28180	55	63	61	142	170	170
AT4G08015	30	33	31	82	98	87
AT4G28190	107	73	106	186	208	208
AT4G28200	789	977	738	1599	1640	2443
AT4G28210	284	286	258	357	354	441
AT4G28220	382	573	493	293	285	360
AT4G28230	116	160	116	66	68	68
AT4G28240	1739	1343	1301	487	480	595
AT4G28250	1063	1041	1557	553	427	570
AT4G28260	1546	1688	1299	652	734	924
AT4G28270	472	460	405	135	109	145
AT4G28280	92	81	54	35	34	55
AT4G28290	87	80	53	35	34	55
AT4G28300	1946	2409	1871	1258	1101	1801
AT4G28310	55	72	83	57	57	66
AT4G28320	92	112	106	79	68	116
AT4G28330	44	94	67	39	43	56
AT4G28340	5	8	3	2	0	5
AT4G28350	671	489	315	36	46	91
AT4G28360	350	477	396	475	498	617
AT4G28362	0	0	0	0	0	0
AT4G28365	0	1	0	0	0	0
AT4G28370	583	677	523	396	352	534
AT4G28380	57	56	40	44	51	46
AT4G28390	1622	2131	1386	1023	840	1410
AT4G28395	0	0	0	0	0	0
AT4G28397	0	0	0	0	0	0
AT4G28400	1011	1282	990	622	577	851
AT4G28405	1	1	0	1	3	0
AT4G28410	6	4	7	8	22	14
AT4G28420	391	81	45	19	19	113
AT4G28430	35	38	29	22	18	11
AT4G28440	1111	1299	1130	1656	1517	1964
AT4G28450	468	523	408	1063	1142	1577
AT4G28460	79	20	26	55	62	233
AT4G28470	1307	1891	1323	1136	1086	1621
AT4G28480	1715	1748	1613	1465	1305	1869
AT4G28485	22	29	22	20	18	26
AT4G28490	3630	5170	3716	2153	2154	3202
AT4G28500	38	62	25	29	27	37
AT4G28510	607	802	650	621	671	737
AT4G28520	0	2	0	0	0	0
AT4G28530	43	84	60	31	36	66
AT4G28540	1300	1415	1149	882	887	1299
AT4G28550	312	327	277	147	156	223
AT4G28556	2	7	4	1	3	3
AT4G28560	16	23	13	9	7	10
AT4G28570	1781	1960	1566	579	507	927
AT4G28580	0	0	0	0	0	0
AT4G28590	126	136	141	93	127	117
AT4G28600	1209	1279	987	975	1075	1527
AT4G28610	1200	1354	1129	1357	1506	2097
AT4G28620	0	1	1	0	1	0
AT4G28630	376	464	340	193	182	280
AT4G28640	311	481	327	116	90	129
AT4G28650	287	318	256	182	263	294
AT4G28652	270	311	253	174	248	284
AT4G28660	477	534	608	602	563	549
AT4G28670	0	1	0	0	0	2
AT4G28680	46	95	94	96	44	59
AT4G28690	82	118	112	99	112	158
AT4G28700	24	21	33	4	5	6
AT4G28703	34	11	13	3	11	23
AT4G28706	453	568	531	313	361	410
AT4G28710	3105	3451	2695	1556	1571	2638
AT4G28720	50	45	15	22	31	53
AT4G28730	205	252	236	212	197	201
AT4G28740	413	506	442	222	207	232
AT4G28750	5252	4483	6248	3761	3337	3169
AT4G28755	3072	2729	3555	2127	1896	1858
AT4G28760	1057	1216	945	708	733	895
AT4G28770	996	1063	899	655	580	978
AT4G28775	0	0	0	0	0	0
AT4G28780	139	205	262	396	288	338
AT4G28790	10	7	17	13	4	21
AT4G28800	1	0	0	2	2	5
AT4G28811	5	14	6	4	10	9
AT4G28815	3	4	2	3	6	5
AT4G28820	49	65	56	53	72	57
AT4G28830	215	233	166	174	190	204
AT4G28840	3	1	3	1	8	1
AT4G28850	2	2	2	1	2	1
AT4G28860	855	925	740	458	478	665
AT4G28870	0	0	0	0	0	0
AT4G28880	2106	2386	1856	1339	1189	2164
AT4G28890	42	41	46	25	35	67
AT4G28910	1663	1802	1551	1405	1450	1830
AT4G28915	0	0	0	0	0	0
AT4G28920	0	0	0	0	0	0
AT4G28930	3	5	2	1	0	3
AT4G28940	118	77	67	52	55	79
AT4G28950	48	78	55	49	61	69
AT4G28980	530	645	527	436	357	596
AT4G28990	225	252	205	285	316	360
AT4G29000	282	371	331	221	298	382
AT4G29010	4403	5306	3980	2913	2261	4323
AT4G29020	1230	2042	1875	3113	1680	3045
AT4G29030	614	526	613	653	591	697
AT4G29033	0	0	0	0	0	0
AT4G29035	0	0	0	0	0	0
AT4G29037	0	0	0	0	0	0
AT4G29040	3906	5057	3618	2961	2477	4421
AT4G29050	276	316	262	155	137	285
AT4G29060	2744	2915	2912	2697	2539	2812
AT4G29070	414	406	390	221	177	255
AT4G29080	703	842	795	689	729	875
AT4G29090	0	0	1	0	0	0
AT4G29100	1077	1174	1001	799	812	1010
AT4G08045	1	0	0	1	0	0
AT4G29103	0	0	0	0	0	0
AT4G29110	229	317	281	120	89	127
